ID,FID,Status,Score,Match_type,Side,Match_addr,ARC_Street,ARC_Zone,address,latitude,longitude,name,desc_,source,precision
796,795,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
797,796,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
798,797,M,86,A,R,"420 E 38TH ST, 1",420 East 38Th St.,1,420 East 38Th St.,40.746098,-73.971319,420 East 38Th St.,"420 E 38th St, New York, NY 10016",Bing Maps,address
799,798,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
800,799,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
801,800,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
802,801,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
803,802,U,0,A, , ,REES, ,REES,51.758202,6.39513,REES,"Rees, NW, Germany",Bing Maps,city/town
804,803,U,0,A, , ,REES, ,REES,51.758202,6.39513,REES,"Rees, NW, Germany",Bing Maps,city/town
805,804,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
806,805,T,86,A,L,"335 ADAMS ST, 3",335 Adams Street,3,335 Adams Street,40.692873,-73.988668,335 Adams Street,"335 Adams St, Brooklyn, NY 11201",Bing Maps,address
807,806,T,86,A,L,"335 ADAMS ST, 3",335 Adams Street,3,335 Adams Street,40.692873,-73.988668,335 Adams Street,"335 Adams St, Brooklyn, NY 11201",Bing Maps,address
808,807,U,0,A, , ,Office Of Public Information, ,Office Of Public Information,0,0,Office Of Public Information,-,Bing Maps, 
809,808,U,0,A, , ,Office Of Public Information, ,Office Of Public Information,0,0,Office Of Public Information,-,Bing Maps, 
810,809,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
811,810,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
812,811,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
813,812,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
814,813,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
815,814,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
816,815,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
817,816,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
818,817,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
819,818,U,0,A, , ,Dev-EVP, ,Dev-EVP,0,0,Dev-EVP,-,Bing Maps, 
820,819,U,0,A, , ,Office Of The General Manager, ,Office Of The General Manager,0,0,Office Of The General Manager,-,Bing Maps, 
821,820,U,0,A, , ,Office Of The General Manager, ,Office Of The General Manager,0,0,Office Of The General Manager,-,Bing Maps, 
822,821,U,0,A, , ,Enterprise Program Mgmt Office, ,Enterprise Program Mgmt Office,0,0,Enterprise Program Mgmt Office,-,Bing Maps, 
823,822,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
824,823,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
825,824,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
826,825,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
827,826,U,0,A, , ,Enterprise Program Mgmt Office, ,Enterprise Program Mgmt Office,0,0,Enterprise Program Mgmt Office,-,Bing Maps, 
828,827,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
829,828,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
830,829,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
831,830,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
832,831,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
833,832,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
834,833,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
835,834,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
836,835,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
837,836,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
838,837,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
839,838,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
840,839,U,0,A, , ,Capital Projects-EVP, ,Capital Projects-EVP,0,0,Capital Projects-EVP,-,Bing Maps, 
841,840,U,0,A, , ,Capital Projects-EVP, ,Capital Projects-EVP,0,0,Capital Projects-EVP,-,Bing Maps, 
842,841,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
843,842,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
844,843,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
845,844,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
846,845,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
847,846,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
848,847,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
849,848,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
850,849,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
851,850,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
852,851,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
853,852,M,86,A,L,"71 SMITH AVE, 5",71 Smith Avenue,5,71 Smith Avenue,40.617631,-74.122143,71 Smith Avenue,"71 Smith Ave, Staten Island, NY 10314",Bing Maps,address
854,853,M,86,A,L,"71 SMITH AVE, 5",71 Smith Avenue,5,71 Smith Avenue,40.617631,-74.122143,71 Smith Avenue,"71 Smith Ave, Staten Island, NY 10314",Bing Maps,address
855,854,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
856,855,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
857,856,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
858,857,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
859,858,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
860,859,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
861,860,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
862,861,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
863,862,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
864,863,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
865,864,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
866,865,U,0,A, , ,2389 Route 28A, ,2389 Route 28A,41.947918,-74.201201,2389 Route 28A,"2389 RT-28A, Olivebridge, NY 12461",Bing Maps,address
867,866,U,0,A, , ,2389 Route 28A, ,2389 Route 28A,41.947918,-74.201201,2389 Route 28A,"2389 RT-28A, Olivebridge, NY 12461",Bing Maps,address
868,867,M,86,A,R,"5 JAY ST, 1",5 Jay Street,1,5 Jay Street,40.718003,-74.009247,5 Jay Street,"5 Jay St, New York, NY 10013",Bing Maps,address
869,868,M,86,A,R,"5 JAY ST, 1",5 Jay Street,1,5 Jay Street,40.718003,-74.009247,5 Jay Street,"5 Jay St, New York, NY 10013",Bing Maps,address
870,869,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
871,870,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
872,871,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
873,872,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
874,873,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
875,874,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
876,875,T,86,A,R,"100 GOLD ST, 1",100 Gold Street,1,100 Gold Street,40.710159,-74.00322,100 Gold Street,"100 Gold St, New York, NY 10038",Bing Maps,address
877,876,T,86,A,R,"100 GOLD ST, 1",100 Gold Street,1,100 Gold Street,40.710159,-74.00322,100 Gold Street,"100 Gold St, New York, NY 10038",Bing Maps,address
878,877,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
879,878,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
880,879,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
881,880,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
882,881,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
883,882,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
884,883,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
885,884,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
886,885,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
887,886,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
888,887,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,0,0,42-09 28th Street,-,Bing Maps, 
889,888,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
890,889,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
891,890,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
892,891,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
893,892,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
894,893,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
895,894,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
896,895,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
897,896,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
898,897,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
899,898,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
900,899,T,86,A,L,"4 METROTECH, 3",4 Metrotech,3,4 Metrotech,40.693545,-73.983914,4 Metrotech,"4 Myrtle Ave, Brooklyn, NY 11201",Bing Maps,address
901,900,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
902,901,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
903,902,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
904,903,T,86,A,L,"4 METROTECH, 3",4 Metrotech,3,4 Metrotech,40.693545,-73.983914,4 Metrotech,"4 Myrtle Ave, Brooklyn, NY 11201",Bing Maps,address
905,904,T,86,A,R,"520 1ST AVE, 1",520 1St Ave.,1,520 1St Ave.,40.742192,-73.974612,520 1St Ave.,"520 1st Ave, New York, NY 10016",Bing Maps,address
906,905,T,86,A,R,"520 1ST AVE, 1",520 1St Ave.,1,520 1St Ave.,40.742192,-73.974612,520 1St Ave.,"520 1st Ave, New York, NY 10016",Bing Maps,address
907,906,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
908,907,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
909,908,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
910,909,M,86,A,R,"420 E 38TH ST, 1",420 East 38Th St.,1,420 East 38Th St.,40.746098,-73.971319,420 East 38Th St.,"420 E 38th St, New York, NY 10016",Bing Maps,address
911,910,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
912,911,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
913,912,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
914,913,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
915,914,M,86,A,R,"420 E 38TH ST, 1",420 East 38Th St.,1,420 East 38Th St.,40.746098,-73.971319,420 East 38Th St.,"420 E 38th St, New York, NY 10016",Bing Maps,address
916,915,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
917,916,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
918,917,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
919,918,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
920,919,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
921,920,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
922,921,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
923,922,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
924,923,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
925,924,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
926,925,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
927,926,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
928,927,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
929,928,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
930,929,T,67,A,L,"10 WALKER ST, 1",10 Walker Rd,1,10 Walker Rd,47.195352,-123.950374,10 Walker Rd,"10 Walker Rd, Hoquiam, WA 98550",Bing Maps,address
931,930,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
932,931,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
933,932,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
934,933,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
935,934,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
936,935,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
937,936,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
938,937,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
939,938,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
940,939,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
941,940,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
942,941,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
943,942,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
944,943,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
